[19:09:20.114] [INFO] [Scheduler] [MAIN] Scheduler initialized.
[19:09:20.165] [INFO] [Scheduler] [MAIN] Parsed zone: Zone{zoneId=1, start=(0,0), end=(700,600)}
[19:09:24.615] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:24.718] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:24.719] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.125] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.126] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.230] [DEBUG] [Scheduler] [SD] Received drone message: 0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.230] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.333] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.334] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.734] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.734] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.842] [DEBUG] [Scheduler] [SD] Received drone message: 0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.842] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.948] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:25.948] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:26.347] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:26.347] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:26.455] [DEBUG] [Scheduler] [SD] Received drone message: 0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:26.457] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:26.557] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:26.557] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:26.961] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:26.962] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.070] [DEBUG] [Scheduler] [SD] Received drone message: 0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.071] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.173] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.174] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.572] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.572] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.686] [DEBUG] [Scheduler] [SD] Received drone message: 0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.687] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.791] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:27.794] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.195] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.197] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.298] [DEBUG] [Scheduler] [SD] Received drone message: 0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.299] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.409] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.410] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.811] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.812] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.915] [DEBUG] [Scheduler] [SD] Received drone message: 0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.916] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:28.970] [DEBUG] [Scheduler] [SF] Received fire message: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1}
[19:09:28.971] [INFO] [Scheduler] [SF] Added FireRequest: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:28.971] [DEBUG] [Scheduler] [SF] Sending to FireIncident Subsystem Scheduler Acknowledged Fire Request: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1}
[19:09:28.977] [INFO] [Scheduler] [SP] Attempting assignment: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:28.995] [INFO] [Scheduler] [SP] Assigned to drone 0 this fire request: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.026] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:29.028] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:29.432] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:29.433] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:29.535] [DEBUG] [Scheduler] [SD] Received drone message: 0:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:29.541] [INFO] [Scheduler] [SD] Drone 0 is being assigned a task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.542] [DEBUG] [Scheduler] [SD] Responding to drone with: NEW:0:[TRAVELING]:NEW_FIRE_REQUEST:0:0:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.646] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:29.648] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:29.765] [DEBUG] [Scheduler] [SD] Received drone message: 0:[ACTIVE][TRAVELING]:STATUS:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.770] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[ACTIVE][TRAVELING]:STATUS:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.874] [DEBUG] [Scheduler] [SD] Received drone message: 0:[ACTIVE][TRAVELING]:DRONE_STUCK:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.877] [ERROR] [Scheduler] [SD] Drone 0 is stuck. Transitioning to [OFFLINE] on task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.878] [INFO] [Scheduler] [SD] Task is being reassigned FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.878] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[ACTIVE][TRAVELING]:DRONE_STUCK:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.936] [INFO] [Scheduler] [SP] Attempting assignment: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.938] [INFO] [Scheduler] [SP] Assigned to drone 1 this fire request: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.990] [DEBUG] [Scheduler] [SD] Received drone message: 0:[FAULT][STUCK]:DRONE_STUCK:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:29.991] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:0:[FAULT][STUCK]:DRONE_STUCK:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.096] [DEBUG] [Scheduler] [SD] Received drone message: 1:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:30.100] [INFO] [Scheduler] [SD] Drone 1 is being assigned a task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.101] [DEBUG] [Scheduler] [SD] Responding to drone with: NEW:1:[TRAVELING]:NEW_FIRE_REQUEST:0:0:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.257] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:30.257] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:30.363] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CORRUPTED_PACKET:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.368] [ERROR] [Scheduler] [SD] Drone 1 sent nonsense packet. Requesting resend FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.370] [DEBUG] [Scheduler] [SD] Responding to drone with: RESEND:1:[ACTIVE][TRAVELING]:CORRUPTED_PACKET:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.475] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.476] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.589] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.596] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.810] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:56:19:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.817] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:56:19:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:30.910] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:30.911] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:31.017] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:56:19:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.019] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:56:19:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.212] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:84:29:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.213] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:84:29:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.322] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:84:29:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.323] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:84:29:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.525] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:113:39:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.527] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:113:39:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.627] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:31.629] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:31.729] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:113:39:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.731] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:113:39:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.931] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:141:49:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:31.934] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:141:49:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.046] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:141:49:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.047] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:141:49:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.244] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:32.248] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:32.349] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:169:59:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.350] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:169:59:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.460] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:169:59:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.465] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:169:59:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.653] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:198:69:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.658] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:198:69:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.764] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:198:69:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.765] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:198:69:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.870] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:32.871] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:32.976] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:226:79:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:32.976] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:226:79:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.082] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:226:79:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.082] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:226:79:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.279] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:254:89:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.280] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:254:89:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.394] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:254:89:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.395] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:254:89:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.499] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:33.499] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:33.606] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:282:99:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
